开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-07 16:36:12,2020-07-07 16:47:22,10.1,159.8,0,93827/93826/93821,156.54,0,157.035,0,1,0.5,1.5
2020-07-07 16:05:12,2020-07-07 16:36:12,13.8,215.901,0,93811/93805,215.42,0,214.919,0,1,0.5,1.5
2020-07-07 15:36:02,2020-07-07 16:05:12,10.3,160.599,0,93801/93796,162.71,0,162.205,0,1,0.5,1.5
2020-07-07 14:54:22,2020-07-07 15:36:02,18.9,294,0,93793/93792/93787/93783/93781/93778,289.81,0,290.819,0,1,0.5,1.5
2020-07-07 14:13:32,2020-07-07 14:54:22,13.8,213.799,0,93772/93769/93767/93765/93759,213.89,0,213.375,0,1,0.5,1.5
2020-07-07 13:36:42,2020-07-07 14:13:32,13.1,202.102,0,93755/93751/93749/93743/93737,197.97,0,197.969,0,1,0.5,1.5
2020-07-07 13:01:02,2020-07-07 13:36:42,11.6,178.299,0,93735/93731/93727/93725,179.85,0,182.74,0,1,0.5,1.5
2020-07-07 11:50:02,2020-07-07 13:01:02,10.7,162.3,0,93720/93714/93712/93706/93702,158.92,0,158.921,0,1,0.5,1.5
2020-07-07 11:03:22,2020-07-07 11:50:02,11.8,179.7,0,93694/93687/93683,179.44,0,179.707,0,1,0.5,1.5
2020-07-07 10:33:52,2020-07-07 11:03:22,13,196.8,0,93676/93672/93670/93669/93665,193.95,0,193.951,0,1,0.5,1.5
2020-07-07 10:02:12,2020-07-07 10:33:52,17.4,260.5,0,93661/93659/93658/93652/93651/93649/93644,260.68,0,260.41,0,1,0.5,1.5
2020-07-07 09:21:12,2020-07-07 10:02:12,15,225,0,93639/93635/93632/93625,220.2,0,220.2,0,1,0.5,1.5
2020-07-07 08:54:22,2020-07-07 09:21:12,14,208.6,0,93623/93619/93614/93611/93609,207.43,0,206.876,0,1,0.5,1.5
2020-07-07 08:21:12,2020-07-07 08:54:22,15,219.4,0,93607/93603/93590,221.19,0,220.629,0,1,0.5,1.5
2020-07-07 07:43:22,2020-07-07 08:21:12,16.7,244.5,0,93588/93584/93580/93578/93577/93574,241.34,0,241.056,0,1,0.5,1.5
2020-07-07 07:04:02,2020-07-07 07:43:22,20.3,294.1,0,93570/93569/93566/93564/93561,291.6,0,291.034,0,1,0.5,1.5
2020-07-07 01:18:12,2020-07-07 07:04:02,13.8,196.699,0,93555/93548/93541/93538/93536/93533/93530/93523,191.61,0,194.787,0,1,0.5,1.5
2020-07-06 21:58:32,2020-07-07 01:18:12,17.4,247.102,0,93522/93521/93503/93501/93500/93498/93496,260.64,0,263.837,0,1,0.5,1.5
