开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-03 15:10:12,2020-07-03 15:21:32,11.4,186.7,0,91774/91771/91768,185.35,0,185.349,0,1,0.5,1.5
2020-07-03 14:50:32,2020-07-03 15:10:12,10.9,179.6,0,91765/91761/91760/91758,177.05,0,177.049,0,1,0.5,1.5
2020-07-03 14:15:52,2020-07-03 14:50:32,14.2,232.2,0,91756/91754/91750/91747/91743/91741,228.75,0,229.327,0,1,0.5,1.5
2020-07-03 13:56:22,2020-07-03 14:15:52,17.1,281.699,0,91738/91736/91734/91732,281.13,0,281.13,0,1,0.5,1.5
2020-07-03 13:39:22,2020-07-03 13:56:22,14.5,238.201,0,91730/91725/91722,237.13,0,236.73,0,1,0.5,1.5
2020-07-03 13:05:42,2020-07-03 13:39:22,16.2,266.2,0,91718/91716/91713/91711/91708,264.26,0,265.066,0,1,0.5,1.5
2020-07-03 11:58:22,2020-07-03 13:05:42,19.4,317.701,0,91699/91692/91690/91689/91686/91684/91680,313.28,0,314.505,0,1,0.5,1.5
2020-07-03 11:04:32,2020-07-03 11:58:22,19.9,324.398,0,91677/91675/91674/91669/91662/91659/91656,321.57,0,321.989,0,1,0.5,1.5
2020-07-03 10:07:42,2020-07-03 11:04:32,19.4,316.602,0,91654/91649/91648/91646/91638/91634/91628/91624,313.75,0,314.596,0,1,0.5,1.5
2020-07-03 09:29:52,2020-07-03 10:07:42,11.6,189,0,91621/91619/91615/91613/91612/91608/91604,186.86,0,187.289,0,1,0.5,1.5
2020-07-03 09:01:22,2020-07-03 09:29:52,16.8,273,0,91602/91600/91594,271.13,0,271.574,0,1,0.5,1.5
2020-07-03 08:38:12,2020-07-03 09:01:22,17.1,277.199,0,91590/91589/91586,275.63,0,274.743,0,1,0.5,1.5
2020-07-03 08:23:22,2020-07-03 08:38:12,12.1,195.9,0,91582/91579,193.16,0,192.711,0,1,0.5,1.5
2020-07-03 08:02:22,2020-07-03 08:23:22,10.3,165.799,0,91578/91574/91570/91567,166.22,0,167.135,0,1,0.5,1.5
2020-07-03 07:02:22,2020-07-03 08:02:22,15.7,252.901,0,91551/91548/91545,250.01,0,249.093,0,1,0.5,1.5
2020-07-03 06:30:02,2020-07-03 07:02:22,10.6,169.599,0,91543/91538/91537/91531,166.12,0,166.587,0,1,0.5,1.5
2020-07-03 00:18:02,2020-07-03 06:30:02,12.2,194.901,0,91528/91526/91524/91522/91515,179.79,0,197.398,0,1,0.5,1.5
2020-07-02 21:36:32,2020-07-03 00:18:02,12,191.201,0,91512/91501/91499/91496/91495/91493/91491,185.62,0,187.468,0,1,0.5,1.5
