开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-06-30 20:05:32,2020-06-30 20:22:22,11.5,187.9,0,90516/90514/90513/90511,186.06,0,185.702,0,1,0.5,1.5
2020-06-30 19:38:42,2020-06-30 20:05:32,10.8,178.3,0,90508/90506/90500,176.79,0,176.79,0,1,0.5,1.5
2020-06-30 19:01:02,2020-06-30 19:38:42,10.3,169.6,0,90496/90492/90490/90486,169.94,0,170.306,0,1,0.5,1.5
2020-06-30 18:25:02,2020-06-30 19:01:02,28.8,473.8,0,90483/90481/90476/90474/90469/90466,470.36,0,469.606,0,1,0.5,1.5
2020-06-30 17:57:22,2020-06-30 18:25:02,14,230.4,0,90463/90455/90453,227.83,0,227.829,0,1,0.5,1.5
2020-06-30 17:21:42,2020-06-30 17:57:22,14.3,234.7,0,90445/90443/90440/90438/90434/90432/90430,232.65,0,232.646,0,1,0.5,1.5
2020-06-30 16:23:52,2020-06-30 17:21:42,16.2,266.301,0,90427/90417/90414/90411/90404,265.42,0,265.813,0,1,0.5,1.5
2020-06-30 15:48:32,2020-06-30 16:23:52,11.3,186,0,90398/90394/90392/90386,186.04,0,186.042,0,1,0.5,1.5
2020-06-30 14:42:32,2020-06-30 15:48:32,19.2,313.699,0,90382/90377/90374/90371/90370/90367/90361,311.14,0,311.138,0,1,0.5,1.5
2020-06-30 13:32:02,2020-06-30 14:42:32,19.7,321.801,0,90355/90351/90347/90344/90341/90338/90332,322.52,0,322.515,0,1,0.5,1.5
2020-06-30 13:07:12,2020-06-30 13:32:02,11.8,194.199,0,90331/90325,191.5,0,191.922,0,1,0.5,1.5
2020-06-30 12:16:52,2020-06-30 13:07:12,18,293.4,0,90323/90321/90316/90309/90307,292.42,0,292.42,0,1,0.5,1.5
2020-06-30 11:36:22,2020-06-30 12:16:52,15,242.7,0,90302/90297/90294/90289/90286/90283,238.92,0,238.916,0,1,0.5,1.5
2020-06-30 10:57:12,2020-06-30 11:36:22,14.5,235.5,0,90279/90277/90275/90268,238.96,0,239.401,0,1,0.5,1.5
2020-06-30 10:37:02,2020-06-30 10:57:12,14.5,235.5,0,90262/90261/90258/90337,232.02,0,231.578,0,1,0.5,1.5
2020-06-30 10:11:32,2020-06-30 10:37:02,12.8,206.099,0,90256/90255/90253/90252/90251/90247,204.51,0,204.059,0,1,0.5,1.5
2020-06-30 09:35:02,2020-06-30 10:11:32,18,291,0,90244/90241/90237/90235/90231/90227,288.54,0,288.992,0,1,0.5,1.5
2020-06-30 09:04:52,2020-06-30 09:35:02,16.6,266.301,0,90225/90223/90220/90218/90215,267.15,0,266.69,0,1,0.5,1.5
2020-06-30 08:39:32,2020-06-30 09:04:52,10.8,172.4,0,90212/90209/90204/90203/90201,170.99,0,170.523,0,1,0.5,1.5
2020-06-30 08:27:12,2020-06-30 08:39:32,10.5,168.6,0,90199/90196,169.35,0,168.876,0,1,0.5,1.5
2020-06-30 07:58:52,2020-06-30 08:27:12,19.9,315.199,0,90191/90189/90184/90182/90178,312.45,0,311.253,0,1,0.5,1.5
2020-06-30 07:25:12,2020-06-30 07:58:52,12.6,201.401,0,90177/90173/90170,199.28,0,198.797,0,1,0.5,1.5
2020-06-30 01:18:42,2020-06-30 07:25:12,11.9,188.099,0,90165/90155/90153/90148/90135,185.31,0,190.944,0,1,0.5,1.5
2020-06-29 21:59:12,2020-06-30 01:18:42,12.9,202.701,0,90130/90128/90115/90114/90111/90109,196.91,0,200.601,0,1,0.5,1.5
2020-06-29 21:48:52,2020-06-29 21:59:12,10.9,171.7,0,90108/90105/90138,174.52,0,175.02,0,1,0.5,1.5
2020-06-29 21:39:12,2020-06-29 21:48:52,10.7,167,0,90103/90100/90099,169.77,0,169.267,0,1,0.5,1.5
