开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-10 23:18:42,2020-07-10 23:20:32,1.2,14.599,0,105957,13.78,0,14.416,0,0.75,0.5,1.25
2020-07-10 23:12:22,2020-07-10 23:14:52,5.1,64.901,230,105956,63.18,0,63.499,0,1,0.5,1.5
2020-07-10 22:42:02,2020-07-10 22:45:03,3,36.398,1639,105950,35.85,0,36.489,0,1,1,2
2020-07-10 22:20:52,2020-07-10 22:25:32,8.2,101.301,990,105945,101.06,0,101.06,0,1,1,2
2020-07-10 22:16:52,2020-07-10 22:20:12,6,74.401,40,105943,73.97,0,73.97,0,1,0.5,1.5
2020-07-10 22:09:12,2020-07-10 22:11:32,4.5,55.099,320,105938,54.13,0,54.774,0,1,1,2
2020-07-10 22:03:42,2020-07-10 22:05:22,2.8,34.2,230,105936,33.31,0,32.665,0,1,0.5,1.5
2020-07-10 21:58:02,2020-07-10 21:59:42,3.1,37.4,240,105934,36.91,0,36.91,0,1,0.5,1.5
2020-07-10 21:44:52,2020-07-10 21:52:42,16.4,195.9,320,105930,196.1,0,196.751,0,1,1,2
2020-07-10 21:38:02,2020-07-10 21:41:22,5.3,62.799,210,105925,61.9,0,61.9,0,1,0.5,1.5
2020-07-10 21:35:02,2020-07-10 21:36:12,1.4,16.801,110,105921,17.93,0,18.256,0,0.75,0.5,1.25
2020-07-10 21:26:42,2020-07-10 21:28:12,2.6,30.1,410,105916,30.72,0,30.393,0,1,1,2
2020-07-10 21:22:12,2020-07-10 21:23:52,2.4,28.599,170,105913,28.53,0,28.857,0,1,0.5,1.5
2020-07-10 21:19:12,2020-07-10 21:21:02,4.4,51.201,70,105910,51.46,0,51.46,0,1,0.5,1.5
2020-07-10 21:16:32,2020-07-10 21:18:32,1.5,18,40,105908,17.67,0,17.67,0,0.75,0.5,1.25
2020-07-10 21:07:22,2020-07-10 21:11:52,9.4,109.6,280,105903,109.48,0,109.48,0,1,0.5,1.5
2020-07-10 20:58:22,2020-07-10 21:05:02,10.3,117.301,140,105899,117.91,0,117.91,0,1,0.5,1.5
2020-07-10 20:51:12,2020-07-10 20:58:12,15.2,171.5,10,105893,170.81,0,170.81,0,1,0.5,1.5
2020-07-10 20:49:02,2020-07-10 20:50:52,3.3,37.799,20,105891,35.85,0,36.516,0,1,0.5,1.5
2020-07-10 20:42:52,2020-07-10 20:46:52,6.3,69.401,130,105887,68.06,0,68.06,0,1,0.5,1.5
2020-07-10 20:36:52,2020-07-10 20:40:12,3.4,36.8,160,105884,39.39,0,38.721,0,1,0.5,1.5
2020-07-10 20:34:22,2020-07-10 20:36:02,3.1,33.799,50,105882,35.85,0,35.85,0,1,0.5,1.5
2020-07-10 20:31:22,2020-07-10 20:33:52,7.6,82.7,30,105960,88.18,0,88.852,0,1,0.5,1.5
2020-07-10 20:28:12,2020-07-10 20:31:22,7.6,81.201,0,105880,79.89,0,79.89,0,1,0.5,1.5
2020-07-10 20:25:22,2020-07-10 20:27:22,6.7,70.599,50,105877,68.4,0,68.4,0,1,0.5,1.5
