开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-06-29 20:53:12,2020-06-29 21:32:12,12.9,209.6,0,90098/90095/90093/90089/90087,209.68,0,210.274,0,1,0.5,1.5
2020-06-29 20:33:32,2020-06-29 20:53:12,12.2,198.2,0,90082/90081/90077/90073,197.62,0,197.024,0,1,0.5,1.5
2020-06-29 19:46:42,2020-06-29 20:33:32,15.8,258.5,0,90071/90069/90065/90062/90060/90055/90046,258.45,0,258.45,0,1,0.5,1.5
2020-06-29 19:30:42,2020-06-29 19:46:42,15.4,252.9,0,90045/90043/90042/90039,252.2,0,252.198,0,1,0.5,1.5
2020-06-29 18:57:12,2020-06-29 19:30:42,11.2,182.8,0,90038/90034/90033/90032/90030/90027/90025/90023,182.86,0,183.493,0,1,0.5,1.5
2020-06-29 18:30:12,2020-06-29 18:57:12,12.6,206.7,0,90020/90016/90015/90013/90011/90009/90008,204.54,0,203.897,0,1,0.5,1.5
2020-06-29 18:16:12,2020-06-29 18:30:12,10.4,170.8,0,90007/90004/90002/90000,171.2,0,171.199,0,1,0.5,1.5
2020-06-29 17:47:32,2020-06-29 18:16:12,12.9,211,0,89997/89995/89992/89986,210.97,0,211.963,0,1,0.5,1.5
2020-06-29 17:05:42,2020-06-29 17:47:32,12,197.1,0,89984/89982/89978/89976/89974/89971/89967/89964,196.53,0,196.527,0,1,0.5,1.5
2020-06-29 16:42:22,2020-06-29 17:05:42,12.7,208.8,0,89962/89961/89959/89956,208.06,0,208.395,0,1,0.5,1.5
2020-06-29 16:06:02,2020-06-29 16:42:22,15,247.7,0,89949/89947/89946/89945/89941/89939/89935/89932,249.01,0,249.356,0,1,0.5,1.5
2020-06-29 15:32:52,2020-06-29 16:06:02,17.3,284.4,0,89930/89924/89923/89922/89919,284.78,0,284.781,0,1,0.5,1.5
2020-06-29 14:52:12,2020-06-29 15:32:52,16.6,272.8,0,89916/89913/89910/89909/89906/89905/89898,269.48,0,269.482,0,1,0.5,1.5
2020-06-29 14:29:22,2020-06-29 14:52:12,13.5,222.8,0,89895/89893/89890/89887/89885,221.85,0,221.852,0,1,0.5,1.5
2020-06-29 13:52:02,2020-06-29 14:29:22,12.7,210.1,0,89883/89879/89877/89874/89870,206.54,0,206.166,0,1,0.5,1.5
2020-06-29 13:22:12,2020-06-29 13:52:02,17.5,287.6,0,89868/89864/89861/89855,287.58,0,287.954,0,1,0.5,1.5
2020-06-29 12:22:12,2020-06-29 13:22:12,19,313.1,0,89854/89852/89848/89846/89845/89843/89842/89838,313.63,0,313.63,0,1,0.5,1.5
2020-06-29 12:04:22,2020-06-29 12:22:12,12.6,207.2,0,89835/89833/89828,206.88,0,206.88,0,1,0.5,1.5
2020-06-29 11:37:42,2020-06-29 12:04:22,11.2,184.401,0,89827/89824/89821/89817/89816/89815,182.12,0,182.12,0,1,0.5,1.5
2020-06-29 11:17:22,2020-06-29 11:37:42,12.5,204.699,0,89810/89807/89805/89803/89801,204.35,0,204.35,0,1,0.5,1.5
2020-06-29 10:10:52,2020-06-29 11:17:22,13.6,223.6,0,89799/89796/89794/89790/89789/89787/89778/89769,222.71,0,223.522,0,1,0.5,1.5
2020-06-29 09:41:02,2020-06-29 10:10:52,18.7,305.8,0,89764/89761/89760/89757/89752,306.42,0,306.011,0,1,0.5,1.5
2020-06-29 09:30:42,2020-06-29 09:41:02,13.4,217.901,0,89750/89748/89746,212.58,0,212.999,0,1,0.5,1.5
2020-06-29 08:52:12,2020-06-29 09:30:42,16.8,275.398,0,89744/89740/89739/89738/89735/89728,280.76,0,280.762,0,1,0.5,1.5
2020-06-29 08:19:42,2020-06-29 08:52:12,18.8,305.801,0,89727/89724/89722/89721/89719/89718/89715/89713/89710,302.96,0,302.535,0,1,0.5,1.5
2020-06-29 07:33:02,2020-06-29 08:19:42,11.2,181.699,0,89709/89708/89707/89702/89698/89694/89693,181.63,0,181.624,0,1,0.5,1.5
2020-06-29 07:08:52,2020-06-29 07:33:02,11,179.801,0,89690/89792/89688/89686/89685,178.65,0,179.089,0,1,0.5,1.5
2020-06-29 05:33:32,2020-06-29 07:08:52,19,305.199,0,89681/89679/89678/89675/89674/89672/89670/89668,302.48,0,301.598,0,1,0.5,1.5
2020-06-28 23:41:02,2020-06-29 05:33:32,11.9,193.201,0,89666/89665/89662/89661/89657/89656/89654/89653,178.31,0,183.493,0,1,0.5,1.5
