开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-06-30 20:21:22,2020-06-30 20:22:22,0.7,10.5,0,90516,8.97,0,9.327,0,0.5,0.5,1
2020-06-30 20:15:52,2020-06-30 20:16:32,0.3,4.3,290,90514,2.16,0,1.803,0,0.5,0.5,1
2020-06-30 20:13:52,2020-06-30 20:15:32,1.9,31.6,20,90513,32.26,0,31.902,0,1,0.5,1.5
2020-06-30 20:05:32,2020-06-30 20:10:52,8.8,143.6,180,90511,142.67,0,142.67,0,1,0.5,1.5
2020-06-30 19:59:02,2020-06-30 20:02:02,2.2,36.1,210,90508,35.85,0,35.85,0,1,0.5,1.5
2020-06-30 19:52:42,2020-06-30 19:57:32,5.3,87.1,90,90506,87.17,0,87.17,0,1,0.5,1.5
2020-06-30 19:38:42,2020-06-30 19:40:42,3.2,53,720,90500,53.77,0,53.77,0,1,1,2
2020-06-30 19:31:52,2020-06-30 19:33:32,1.9,31.8,310,90496,32.5,0,32.866,0,1,1,2
2020-06-30 19:20:02,2020-06-30 19:21:02,0.5,8.5,650,90492,8.97,0,8.97,0,0.5,1,1.5
2020-06-30 19:13:02,2020-06-30 19:15:12,4.8,78.5,290,90490,78.07,0,78.07,0,1,0.5,1.5
2020-06-30 19:01:02,2020-06-30 19:03:12,3.1,50.7,590,90486,50.4,0,50.4,0,1,1,2
2020-06-30 18:58:42,2020-06-30 19:00:32,2.3,38,30,90483,38.81,0,38.81,0,1,0.5,1.5
2020-06-30 18:55:22,2020-06-30 18:57:32,3.8,63.3,70,90481,64.13,0,64.13,0,1,0.5,1.5
2020-06-30 18:46:52,2020-06-30 18:49:12,3.6,59.3,370,90476,60.22,0,59.847,0,1,1,2
2020-06-30 18:37:12,2020-06-30 18:46:32,11.6,190.7,20,90474,188.09,0,188.09,0,1,0.5,1.5
2020-06-30 18:35:02,2020-06-30 18:36:42,2.4,40.1,30,90469,39.8,0,39.8,0,1,0.5,1.5
2020-06-30 18:25:02,2020-06-30 18:29:12,4.9,80.3,350,90466,79.31,0,78.929,0,1,1,2
2020-06-30 18:20:12,2020-06-30 18:22:52,4.6,76.5,130,90463,78.16,0,78.543,0,1,0.5,1.5
2020-06-30 18:03:22,2020-06-30 18:05:12,2.7,44.6,900,90455,42.44,0,42.056,0,1,1,2
2020-06-30 17:57:22,2020-06-30 18:02:52,6.6,107.2,30,90453,107.23,0,107.23,0,1,0.5,1.5
2020-06-30 17:44:52,2020-06-30 17:46:22,0.4,6.3,660,90445,6.38,0,6.38,0,0.5,1,1.5
2020-06-30 17:43:02,2020-06-30 17:44:42,1.4,23.1,10,90443,22.33,0,22.717,0,1,0.5,1.5
2020-06-30 17:41:02,2020-06-30 17:42:32,2.1,33.5,30,90440,33.53,0,33.142,0,1,0.5,1.5
2020-06-30 17:36:12,2020-06-30 17:38:12,2.2,35.9,170,90438,35.85,0,36.239,0,1,0.5,1.5
2020-06-30 17:32:42,2020-06-30 17:35:12,2.4,40.3,60,90434,38.65,0,38.26,0,1,0.5,1.5
2020-06-30 17:26:22,2020-06-30 17:28:02,1.3,21.3,280,90432,21.52,0,21.91,0,1,0.5,1.5
2020-06-30 17:21:42,2020-06-30 17:24:22,4.5,74.3,120,90430,74.39,0,73.998,0,1,0.5,1.5
2020-06-30 17:18:12,2020-06-30 17:20:12,3,48.801,90,90427,49.51,0,50.297,0,1,0.5,1.5
2020-06-30 16:48:42,2020-06-30 16:50:32,2.7,44.6,1660,90417,45.34,0,44.946,0,1,1,2
2020-06-30 16:44:02,2020-06-30 16:45:22,0.5,8.5,200,90414,8.97,0,8.97,0,0.5,0.5,1
2020-06-30 16:36:02,2020-06-30 16:39:42,6.8,112,260,90411,111.61,0,111.61,0,1,0.5,1.5
2020-06-30 16:23:52,2020-06-30 16:27:12,3.1,50.301,530,90404,49.99,0,49.99,0,1,1,2
2020-06-30 16:14:12,2020-06-30 16:15:32,1,16.799,500,90398,17.93,0,17.93,0,0.75,1,1.75
2020-06-30 16:04:02,2020-06-30 16:06:32,1.8,29.401,460,90394,31.4,0,31.4,0,1,1,2
2020-06-30 16:02:02,2020-06-30 16:03:52,2.9,48.5,10,90392,46.54,0,46.139,0,1,0.5,1.5
2020-06-30 15:48:32,2020-06-30 15:51:42,5.4,89.201,620,90386,90.17,0,90.573,0,1,1,2
2020-06-30 15:41:42,2020-06-30 15:43:02,1.4,23.401,330,90382,24.79,0,25.194,0,1,1,2
2020-06-30 15:30:32,2020-06-30 15:31:52,1.1,19.099,590,90377,17.93,0,17.93,0,0.75,1,1.75
2020-06-30 15:14:52,2020-06-30 15:19:12,4.8,77.6,680,90374,79.66,0,78.848,0,1,1,2
2020-06-30 15:08:52,2020-06-30 15:11:12,2.1,33.599,220,90371,34.59,0,34.997,0,1,0.5,1.5
2020-06-30 15:04:42,2020-06-30 15:07:42,4.6,75.599,70,90370,77.07,0,77.479,0,1,0.5,1.5
