开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-06-28 21:44:12,2020-06-28 22:14:32,13.7,219.5,0,89625/89621/89615,220.81,0,220.531,0,1,0.5,1.5
2020-06-28 21:24:32,2020-06-28 21:44:12,26.5,428.8,0,89610/89607/89600,430.48,0,430.48,0,1,0.5,1.5
2020-06-28 21:13:12,2020-06-28 21:24:32,11.3,182.8,0,89597/89595/89658/89593,185.21,0,185.208,0,1,0.5,1.5
2020-06-28 21:04:32,2020-06-28 21:13:12,14.3,232.1,0,89591/89589,229.26,0,229.557,0,1,0.5,1.5
2020-06-28 20:43:02,2020-06-28 21:04:32,14.7,238.6,0,89584/89581/89580/89575,239.34,0,239.038,0,1,0.5,1.5
2020-06-28 20:27:12,2020-06-28 20:43:02,12.1,196.7,0,89573/89570,194.63,0,194.63,0,1,0.5,1.5
2020-06-28 20:15:22,2020-06-28 20:27:12,10.1,166.3,0,89565/89563/89560,167.93,0,167.93,0,1,0.5,1.5
2020-06-28 20:00:42,2020-06-28 20:15:22,10.2,165.7,0,89557/89555/89552/89549,164.71,0,164.238,0,1,0.5,1.5
2020-06-28 19:31:42,2020-06-28 20:00:42,16.7,273.6,0,89547/89545/89541/89534/89528,274.99,0,275.463,0,1,0.5,1.5
2020-06-28 19:17:02,2020-06-28 19:31:42,12.5,204.1,0,89526/89522,205.04,0,204.55,0,1,0.5,1.5
2020-06-28 19:02:42,2020-06-28 19:17:02,14.7,241.2,0,89521/89517/89515,240.87,0,243.52,0,1,0.5,1.5
2020-06-28 18:48:02,2020-06-28 19:02:42,10.6,175.2,0,89510/89508/89503/89500,174.69,0,174.023,0,1,0.5,1.5
2020-06-28 18:34:42,2020-06-28 18:48:02,11.6,190.9,0,89496/89495/89492,188.32,0,188.659,0,1,0.5,1.5
2020-06-28 18:24:32,2020-06-28 18:34:42,11.3,184.8,0,89491/89488/89485,186.85,0,186.508,0,1,0.5,1.5
2020-06-28 17:55:42,2020-06-28 18:24:32,34,558.9,0,89482/89479/89477/89471,561.42,0,561.42,0,1,0.5,1.5
2020-06-28 17:34:52,2020-06-28 17:55:42,11.7,192.8,0,89467/89465/89461/89459/89456/89454/89452,193.08,0,193.083,0,1,0.5,1.5
2020-06-28 17:23:52,2020-06-28 17:34:52,12.2,201.7,0,89450/89447/89445,203.35,0,202.619,0,1,0.5,1.5
2020-06-28 17:11:12,2020-06-28 17:23:52,18.2,298.3,0,89443/89442/89439/89535,294.43,0,294.054,0,1,0.5,1.5
2020-06-28 16:42:37,2020-06-28 17:11:12,17.1,281.4,0,89436/89433/89429,278.29,0,279.054,0,1,0.5,1.5
2020-06-28 16:25:57,2020-06-28 16:42:37,13,212.8,0,89428/89425/89421/89420,210.1,0,209.717,0,1,0.5,1.5
2020-06-28 16:11:07,2020-06-28 16:25:57,11.8,194.9,0,89417/89415,194.63,0,194.242,0,1,0.5,1.5
2020-06-28 15:41:57,2020-06-28 16:11:07,18.3,299.9,0,89408/89406/89402/89398,300.99,0,300.591,0,1,0.5,1.5
2020-06-28 15:02:17,2020-06-28 15:41:57,10.7,175.801,0,89394/89392/89383/89381/89379,173.84,0,174.241,0,1,0.5,1.5
2020-06-28 14:40:17,2020-06-28 15:02:17,12.5,203.799,0,89377/89372/89369/89365,203.79,0,203.793,0,1,0.5,1.5
2020-06-28 14:06:27,2020-06-28 14:40:17,14.6,240,0,89363/89362/89360/89357/89351,239.55,0,239.14,0,1,0.5,1.5
2020-06-28 13:26:57,2020-06-28 14:06:27,13.7,223.201,0,89345/89344/89340/89336,221.66,0,221.659,0,1,0.5,1.5
2020-06-28 12:36:57,2020-06-28 13:26:57,16.6,271.099,0,89332/89329/89326/89323/89320/89314,269.17,0,269.596,0,1,0.5,1.5
2020-06-28 11:48:47,2020-06-28 12:36:57,14.9,243.7,0,89307/89301/89298/89296/89291,241.52,0,241.086,0,1,0.5,1.5
2020-06-28 11:03:57,2020-06-28 11:48:47,12.6,204.3,0,89286/89282/89281/89279/89277/89273,202.79,0,202.789,0,1,0.5,1.5
2020-06-28 10:07:37,2020-06-28 11:03:57,11.7,189.7,0,89270/89269/89266/89262/89259/89252/89248,189.66,0,190.538,0,1,0.5,1.5
2020-06-28 09:33:57,2020-06-28 10:07:37,14.7,237.599,0,89241/89239/89234,236.56,0,236.559,0,1,0.5,1.5
2020-06-28 09:02:37,2020-06-28 09:33:57,13.2,214.401,0,89229/89223/89217/89215/89213,212.93,0,212.481,0,1,0.5,1.5
2020-06-28 08:32:27,2020-06-28 09:02:37,13.8,222.3,0,89211/89208/89201/89199,221.87,0,221.412,0,1,0.5,1.5
2020-06-28 08:07:57,2020-06-28 08:32:27,13.4,214.799,0,89195/89192/89190/89185,213.19,0,213.189,0,1,0.5,1.5
2020-06-28 07:33:07,2020-06-28 08:07:57,12.6,202.401,0,89183/89177/89175/89172/89170,203.36,0,202.426,0,1,0.5,1.5
2020-06-28 06:58:37,2020-06-28 07:33:07,11,176.4,0,89169/89161/89155,174.88,0,175.352,0,1,0.5,1.5
2020-06-28 05:38:07,2020-06-28 06:58:37,17.8,282.9,0,89154/89147/89145/89143/89141/89138/89137/89133,280.93,0,279.265,0,1,0.5,1.5
2020-06-27 23:47:54,2020-06-28 05:38:07,11.4,182.401,0,89127/89122/89152/89120,175.35,0,181.113,0,1,0.5,1.5
2020-06-27 21:16:14,2020-06-27 23:47:54,16.5,260.599,0,89117/89114/89111/89103/89102/89097,259.6,0,261.054,0,1,0.5,1.5
2020-06-27 20:30:35,2020-06-27 21:16:14,15.3,241.401,0,89092/89087/89081/89078/89075,234.52,0,235.014,0,1,0.5,1.5
2020-06-27 19:45:05,2020-06-27 20:30:35,12.8,200,0,89074/89068/89066/89063/89061/89059,203.83,0,204.328,0,1,0.5,1.5
2020-06-27 18:53:54,2020-06-27 19:45:05,11.7,182.898,0,89056/89048/89047/89043/89034,181.51,0,181.51,0,1,0.5,1.5
2020-06-27 18:25:04,2020-06-27 18:53:54,14.4,224.401,0,89032/89029/89026/89023,222.06,0,222.055,0,1,0.5,1.5
2020-06-27 18:12:04,2020-06-27 18:25:04,12.1,188.099,0,89021/89020/89019,184.81,0,184.81,0,1,0.5,1.5
2020-06-27 17:40:34,2020-06-27 18:12:04,14.4,222.701,0,89016/89014/89012/89008,222.09,0,222.093,0,1,0.5,1.5
2020-06-27 17:04:54,2020-06-27 17:40:34,18,277.401,0,89002/88999/88997/88993,276.73,0,278.564,0,1,0.5,1.5
2020-06-27 16:34:34,2020-06-27 17:04:54,13.9,211.599,0,88990/88989/88986/88983/88978,208.07,0,208.07,0,1,0.5,1.5
2020-06-27 16:11:35,2020-06-27 16:34:34,14.2,214.5,0,88974/88970/88968/88963,215.28,0,215.283,0,1,0.5,1.5
2020-06-27 15:48:34,2020-06-27 16:11:35,12.4,189.299,0,88957/88953,183.61,0,183.611,0,1,0.5,1.5
2020-06-27 15:22:25,2020-06-27 15:48:34,16.8,250.201,0,88950/88949/88947/88945/88944/88941,251.04,0,250.499,0,1,0.5,1.5
2020-06-27 14:51:44,2020-06-27 15:22:25,17.1,255.401,0,88938/88933/88929,251.48,0,252.034,0,1,0.5,1.5
2020-06-27 14:31:34,2020-06-27 14:51:44,11.3,167.898,0,88927/88925/88923/88921/88919,167.2,0,166.369,0,1,0.5,1.5
2020-06-27 14:13:55,2020-06-27 14:31:34,12.5,183.5,0,88918/88917/88915/88913,184.32,0,184.318,0,1,0.5,1.5
2020-06-27 13:49:15,2020-06-27 14:13:55,13.5,197.602,0,88909/88907/88904/88901/88896,195.28,0,194.715,0,1,0.5,1.5
2020-06-27 13:25:05,2020-06-27 13:49:15,12.1,176.199,0,88892/88885,172.98,0,173.265,0,1,0.5,1.5
2020-06-27 13:08:55,2020-06-27 13:25:05,12.8,185.301,0,88881/88876,184.84,0,185.415,0,1,0.5,1.5
2020-06-27 12:33:34,2020-06-27 13:08:55,10.1,143.5,0,88869/88867/88865/88863,143.95,0,143.375,0,1,0.5,1.5
2020-06-27 12:06:44,2020-06-27 12:33:34,15.3,218.398,0,88860/88858/88854/88851,215.96,0,216.541,0,1,0.5,1.5
2020-06-27 11:34:15,2020-06-27 12:06:44,14.3,201.401,0,88849/88848/88843,198.68,0,199.559,0,1,0.5,1.5
2020-06-27 11:15:14,2020-06-27 11:34:15,10.3,144.201,0,88837/88835,142.75,0,141.863,0,1,0.5,1.5
2020-06-27 11:04:54,2020-06-27 11:15:14,12.8,178.799,0,88833/88828/88827,178.33,0,177.735,0,1,0.5,1.5
2020-06-27 10:57:15,2020-06-27 11:04:54,12.3,168.9,0,88824/88823,169.39,0,169.384,0,1,0.5,1.5
2020-06-27 10:47:04,2020-06-27 10:57:15,14.5,198.301,0,88819/88816,196.95,0,196.648,0,1,0.5,1.5
2020-06-27 10:30:45,2020-06-27 10:47:04,10.7,144.699,0,88813/88811/88805,142.37,0,142.674,0,1,0.5,1.5
2020-06-27 10:07:35,2020-06-27 10:30:45,14.1,189.699,0,88796/88793,189.2,0,189.2,0,1,0.5,1.5
2020-06-27 09:38:54,2020-06-27 10:07:35,15.5,205.5,0,88789/88787/88782/88775,200.9,0,200.903,0,1,0.5,1.5
2020-06-27 09:18:04,2020-06-27 09:38:54,16.6,217.301,0,88773/88771/88769/88766,217.63,0,217.321,0,1,0.5,1.5
2020-06-27 09:04:34,2020-06-27 09:18:04,14.8,191.1,0,88763/88762/88761,190.51,0,189.886,0,1,0.5,1.5
2020-06-27 08:51:05,2020-06-27 09:04:34,11.5,148.201,0,88756/88754/88750,147.52,0,147.206,0,1,0.5,1.5
2020-06-27 08:14:44,2020-06-27 08:51:05,13.2,165.898,0,88747/88745/88742/88735,165.09,0,165.41,0,1,0.5,1.5
2020-06-27 07:34:25,2020-06-27 08:14:44,14.2,178.401,0,88727/88726/88723/88720,176.25,0,174.978,0,1,0.5,1.5
2020-06-27 06:35:04,2020-06-27 07:34:25,14.6,178.8,0,88717/88714/88712/88704,178.47,0,178.473,0,1,0.5,1.5
2020-06-27 00:49:44,2020-06-27 06:35:04,12.6,152.5,0,88695/88694/88687/88685,145.89,0,153.005,0,1,0.5,1.5
2020-06-26 22:10:15,2020-06-27 00:49:44,10.2,121.7,0,88681/88668,119.5,0,122.42,0,1,0.5,1.5
2020-06-26 20:51:44,2020-06-26 22:10:15,11.9,141.5,0,88663/88661/88653/88643,140.35,0,142.311,0,1,0.5,1.5
