开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-13 10:11:30,2020-07-13 10:16:40,7.1,117.1,0,96602,117.88,0,117.88,0,1,0.5,1.5
2020-07-13 10:09:50,2020-07-13 10:10:50,0.1,2.1,40,96599,4.43,0,4.43,0,0.5,0.5,1
2020-07-13 10:06:00,2020-07-13 10:09:10,5.8,95.9,40,96598,93.71,0,93.32,0,1,0.5,1.5
2020-07-13 09:57:10,2020-07-13 10:01:40,9.3,153.3,260,96595,153.95,0,153.95,0,1,0.5,1.5
2020-07-13 09:49:50,2020-07-13 09:52:40,4.5,74.5,270,96590,75.13,0,75.13,0,1,0.5,1.5
2020-07-13 09:46:00,2020-07-13 09:49:30,7.5,123.5,20,96588,124.57,0,124.171,0,1,0.5,1.5
2020-07-13 09:39:30,2020-07-13 09:44:20,8.5,140.5,100,96587,141.21,0,141.21,0,1,0.5,1.5
2020-07-13 09:34:00,2020-07-13 09:36:40,4,65.801,170,96584,65.9,0,65.9,0,1,0.5,1.5
2020-07-13 09:25:50,2020-07-13 09:29:00,6.7,110,300,96579,111.62,0,111.62,0,1,1,2
2020-07-13 09:22:20,2020-07-13 09:24:20,1.7,27.6,90,96577,28.78,0,28.78,0,1,0.5,1.5
2020-07-13 09:05:00,2020-07-13 09:08:20,3.7,61.8,840,96573,59.76,0,59.76,0,1,1,2
2020-07-13 08:57:20,2020-07-13 08:59:50,2.1,34.1,310,96570,32.95,0,32.95,0,1,1,2
2020-07-13 08:53:50,2020-07-13 08:55:50,1.2,19.199,90,96568,20.11,0,20.11,0,1,0.5,1.5
2020-07-13 08:49:00,2020-07-13 08:50:30,2.1,34.099,200,96563,35.78,0,35.369,0,1,0.5,1.5
2020-07-13 08:43:10,2020-07-13 08:46:50,5.8,95.301,130,96559,94.92,0,94.92,0,1,0.5,1.5
2020-07-13 08:31:40,2020-07-13 08:37:40,10.2,167.199,330,96555,168.34,0,167.923,0,1,1,2
2020-07-13 08:29:10,2020-07-13 08:31:20,3.6,59.201,20,96552,56.89,0,57.308,0,1,0.5,1.5
2020-07-13 08:16:10,2020-07-13 08:19:30,3.1,50.799,580,96545,50.99,0,50.151,0,1,1,2
2020-07-13 08:11:40,2020-07-13 08:14:20,2.6,42.3,110,96542,41.31,0,41.31,0,1,0.5,1.5
2020-07-13 08:04:20,2020-07-13 08:05:20,0.1,2.1,380,96538,2.89,0,2.89,0,0.5,1,1.5
2020-07-13 07:59:40,2020-07-13 08:01:30,2.2,36,170,96537,34.49,0,34.912,0,1,0.5,1.5
2020-07-13 07:55:40,2020-07-13 07:57:50,2.1,33.9,110,96535,32.95,0,31.894,0,1,0.5,1.5
