开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-06 20:49:32,2020-07-06 21:27:42,17.4,286.299,0,93488/93486/93485/93482/93472,286.28,0,287.266,0,1,0.5,1.5
2020-07-06 19:52:02,2020-07-06 20:49:32,19.9,327.102,0,93465/93463/93461/93456/93455/93452/93447,326.09,0,326.085,0,1,0.5,1.5
2020-07-06 19:15:42,2020-07-06 19:52:02,14.7,239.699,0,93441/93436/93432/93426,237.26,0,237.26,0,1,0.5,1.5
2020-07-06 18:48:02,2020-07-06 19:15:42,10.3,168.199,0,93424/93422/93416/93411,170.16,0,170.158,0,1,0.5,1.5
2020-07-06 18:26:12,2020-07-06 18:48:02,13.1,214.801,0,93406/93404/93401/93399,211.27,0,211.272,0,1,0.5,1.5
2020-07-06 17:59:42,2020-07-06 18:26:12,14.6,237.699,0,93390/93386,236.14,0,236.14,0,1,0.5,1.5
2020-07-06 17:30:22,2020-07-06 17:59:42,17.2,281.301,0,93383/93380/93377/93374/93372/93369,279.61,0,279.61,0,1,0.5,1.5
2020-07-06 16:59:32,2020-07-06 17:30:22,18.9,306.4,0,93368/93361/93359/93356/93352,305.31,0,305.751,0,1,0.5,1.5
2020-07-06 16:35:32,2020-07-06 16:59:32,16,258.401,0,93349/93345/93344/93341/93340,257.24,0,256.353,0,1,0.5,1.5
2020-07-06 15:51:42,2020-07-06 16:35:32,17.7,287.299,0,93337/93336/93329/93327/93321,285.67,0,285.67,0,1,0.5,1.5
2020-07-06 15:21:22,2020-07-06 15:51:42,11.6,187,0,93318/93316/93312/93311/93306,188.08,0,188.077,0,1,0.5,1.5
2020-07-06 14:17:32,2020-07-06 15:21:22,11.3,182,0,93303/93300/93286/93280/93278/93272,179.03,0,180.41,0,1,0.5,1.5
2020-07-06 13:31:12,2020-07-06 14:17:32,17.1,274.4,0,93271/93264/93260/93256/93251,272.73,0,272.729,0,1,0.5,1.5
2020-07-06 13:02:52,2020-07-06 13:31:12,10.3,164.1,0,93248/93243,165.73,0,165.729,0,1,0.5,1.5
2020-07-06 12:43:52,2020-07-06 13:02:52,12.4,197,0,93240/93236/93232/93230,192.66,0,192.663,0,1,0.5,1.5
2020-07-06 12:25:12,2020-07-06 12:43:52,12.3,196.4,0,93228/93226/93225/93224/93221,196.93,0,196.45,0,1,0.5,1.5
2020-07-06 12:04:12,2020-07-06 12:25:12,19.1,302.199,0,93219/93214,301.45,0,301.449,0,1,0.5,1.5
2020-07-06 11:31:12,2020-07-06 12:04:12,13.1,207,0,93209/93207/93206/93205/93200/93197,203.98,0,204.97,0,1,0.5,1.5
2020-07-06 10:44:42,2020-07-06 11:31:12,19.3,303,0,93191/93190/93184/93179/93177/93169,301.55,0,300.56,0,1,0.5,1.5
2020-07-06 10:22:42,2020-07-06 10:44:42,12.1,188.701,0,93166/93163/93158,188.93,0,188.929,0,1,0.5,1.5
2020-07-06 10:01:12,2020-07-06 10:22:42,19,296,0,93155/93151,291.28,0,291.795,0,1,0.5,1.5
2020-07-06 09:06:12,2020-07-06 10:01:12,19.3,298.901,0,93146/93142/93138/93136/93134/93132/93129/93120,298.56,0,298.048,0,1,0.5,1.5
2020-07-06 08:24:42,2020-07-06 09:06:12,17.1,263.599,0,93112/93109/93108/93103/93099,263.85,0,264.903,0,1,0.5,1.5
2020-07-06 07:16:42,2020-07-06 08:24:42,18.4,280,0,93094/93089/93087/93079/93078/93075/93074/93068/93065,273.85,0,273.322,0,1,0.5,1.5
2020-07-06 06:01:02,2020-07-06 07:16:42,19.1,288.5,0,93063/93057/93054/93052/93049/93048/93038,286.27,0,285.472,0,1,0.5,1.5
2020-07-05 22:31:42,2020-07-06 06:01:02,11.3,170.1,0,93037/93036/93030/93014/93009,158.58,0,166.977,0,1,0.5,1.5
