开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-10 21:56:52,2020-07-10 22:05:42,10.2,168.2,0,95461,168.61,0,168.61,0,1,0.5,1.5
2020-07-10 21:55:22,2020-07-10 21:56:42,0.9,14.9,10,95456,13.25,0,13.25,0,0.75,0.5,1.25
2020-07-10 21:48:02,2020-07-10 21:50:42,5.9,98,280,95453,99.11,0,99.11,0,1,0.5,1.5
2020-07-10 21:41:22,2020-07-10 21:45:07,3.5,57.5,175,95451,58.04,0,58.04,0,1,0.5,1.5
2020-07-10 21:38:32,2020-07-10 21:40:52,2.9,46.8,30,95448,45.91,0,45.91,0,1,0.5,1.5
2020-07-10 21:34:32,2020-07-10 21:37:32,2.9,49,60,95446,49.25,0,49.25,0,1,0.5,1.5
2020-07-10 21:32:22,2020-07-10 21:34:12,2.7,44.7,20,95443,43.9,0,43.9,0,1,0.5,1.5
2020-07-10 21:27:52,2020-07-10 21:32:02,9.7,159.7,20,95442,158.31,0,157.941,0,1,0.5,1.5
2020-07-10 21:24:52,2020-07-10 21:27:12,2,32,40,95439,33.39,0,33.39,0,1,0.5,1.5
2020-07-10 21:20:22,2020-07-10 21:23:32,9,149,80,95436,152.93,0,153.303,0,1,0.5,1.5
2020-07-10 21:18:32,2020-07-10 21:20:12,2.5,40.5,10,95433,41.8,0,41.8,0,1,0.5,1.5
2020-07-10 21:14:42,2020-07-10 21:17:02,3.3,55.2,90,95431,57,0,57,0,1,0.5,1.5
2020-07-10 21:08:42,2020-07-10 21:14:32,10.4,169.5,10,95429,165.53,0,165.15,0,1,0.5,1.5
2020-07-10 21:03:42,2020-07-10 21:08:32,7.8,129.9,10,95424,133.72,0,134.103,0,1,0.5,1.5
2020-07-10 20:59:22,2020-07-10 21:03:12,8,132,30,95421,132.94,0,132.554,0,1,0.5,1.5
2020-07-10 20:50:52,2020-07-10 20:59:02,18.5,304.5,20,95419,301.87,0,302.263,0,1,0.5,1.5
2020-07-10 20:46:12,2020-07-10 20:47:42,1.5,25.6,190,95412,25.93,0,25.536,0,1,0.5,1.5
2020-07-10 20:42:02,2020-07-10 20:44:12,3,49,120,95410,48.85,0,48.85,0,1,0.5,1.5
2020-07-10 20:33:42,2020-07-10 20:41:52,13.8,227.801,10,95409,225.71,0,226.111,0,1,0.5,1.5
2020-07-10 20:28:22,2020-07-10 20:33:22,9.4,155.099,20,95487,160.6,0,160.196,0,1,0.5,1.5
2020-07-10 20:20:12,2020-07-10 20:28:02,11.9,195.299,20,95402,192.94,0,192.531,0,1,0.5,1.5
2020-07-10 20:14:02,2020-07-10 20:18:52,5.4,89.301,80,95399,89.02,0,89.02,0,1,0.5,1.5
2020-07-10 20:05:42,2020-07-10 20:13:02,13.8,226.5,60,95397,227.22,0,227.22,0,1,0.5,1.5
2020-07-10 19:58:42,2020-07-10 20:02:52,5.2,86.8,170,95394,90.01,0,90.01,0,1,0.5,1.5
2020-07-10 19:54:21,2020-07-10 19:56:32,2.1,33.799,130,95391,33.39,0,33.39,0,1,0.5,1.5
2020-07-10 19:48:02,2020-07-10 19:50:42,3.9,63.5,219,95389,65.97,0,65.97,0,1,0.5,1.5
2020-07-10 19:44:42,2020-07-10 19:47:42,5,82.599,20,95480,82.85,0,82.85,0,1,0.5,1.5
