开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-09 20:34:12,2020-07-09 20:59:12,18.7,307.9,0,94919/94917/94915,306.11,0,306.512,0,1,0.5,1.5
2020-07-09 20:24:02,2020-07-09 20:34:12,12.2,198.901,0,94911/94909,199.89,0,200.726,0,1,0.5,1.5
2020-07-09 19:55:12,2020-07-09 20:24:02,13.1,215.898,0,94906/94902/94901/94898/94895,212.65,0,212.238,0,1,0.5,1.5
2020-07-09 19:19:52,2020-07-09 19:55:12,12.6,204.901,0,94893/94892/94887/94884/94875,205.49,0,206.341,0,1,0.5,1.5
2020-07-09 18:55:12,2020-07-09 19:19:52,16.6,272.5,0,94871/94870/94867/94862,273.35,0,273.35,0,1,0.5,1.5
2020-07-09 18:40:52,2020-07-09 18:55:12,13.9,228,0,94861/94855,224.48,0,224.045,0,1,0.5,1.5
2020-07-09 18:07:42,2020-07-09 18:40:52,15,244.099,0,94853/94850/94847/94845/94839,243.3,0,243.744,0,1,0.5,1.5
2020-07-09 17:56:32,2020-07-09 18:07:42,11.2,182.701,0,94837/94924,183.41,0,183.41,0,1,0.5,1.5
2020-07-09 17:42:22,2020-07-09 17:56:32,17.2,278.1,0,94832/94831/94829,278.14,0,278.14,0,1,0.5,1.5
2020-07-09 17:24:02,2020-07-09 17:42:22,18.6,301.199,0,94826/94822/94819,298.5,0,298.036,0,1,0.5,1.5
2020-07-09 17:12:02,2020-07-09 17:24:02,11.3,183.102,0,94816/94813,184.67,0,185.138,0,1,0.5,1.5
2020-07-09 16:53:52,2020-07-09 17:12:02,13.9,222.299,0,94810/94806/94802,219.65,0,219.65,0,1,0.5,1.5
2020-07-09 16:12:32,2020-07-09 16:53:52,21.8,350.8,0,94799/94795/94793/94789,349.27,0,349.27,0,1,0.5,1.5
2020-07-09 15:51:32,2020-07-09 16:12:32,14.5,232.5,0,94782/94779/94773/94771,232.25,0,232.25,0,1,0.5,1.5
2020-07-09 15:26:52,2020-07-09 15:51:32,18.4,292.401,0,94770/94768/94767/94766/94759,291.48,0,291.48,0,1,0.5,1.5
2020-07-09 15:09:22,2020-07-09 15:26:52,31.7,502.898,0,94756/94752,497.12,0,496.613,0,1,0.5,1.5
2020-07-09 14:37:02,2020-07-09 15:09:22,15.1,237.801,0,94748/94746/94744/94740/94738/94734,237.71,0,239.494,0,1,0.5,1.5
2020-07-09 14:29:02,2020-07-09 14:37:02,10.2,159.5,0,94731/94730,157.6,0,157.603,0,1,0.5,1.5
2020-07-09 14:05:32,2020-07-09 14:29:02,28.3,441.301,0,94727/94726/94724,437.54,0,438.86,0,1,0.5,1.5
2020-07-09 13:38:02,2020-07-09 14:05:32,15.1,234,0,94719/94717/94712/94707,230.32,0,230.323,0,1,0.5,1.5
2020-07-09 13:14:02,2020-07-09 13:38:02,11.5,177.199,0,94705/94704/94703/94698/94696,175.92,0,175.92,0,1,0.5,1.5
2020-07-09 12:59:12,2020-07-09 13:14:02,10.8,165,0,94694/94693/94690/94687,165.15,0,165.151,0,1,0.5,1.5
2020-07-09 12:43:42,2020-07-09 12:59:12,20.4,311.9,0,94684/94681,309.93,0,309.649,0,1,0.5,1.5
2020-07-09 12:20:02,2020-07-09 12:43:42,10.4,158.901,0,94679/94676/94673/94669,154.85,0,155.126,0,1,0.5,1.5
2020-07-09 11:46:42,2020-07-09 12:20:02,15.5,233.799,0,94666/94664/94659/94658,235.26,0,235.818,0,1,0.5,1.5
2020-07-09 11:28:32,2020-07-09 11:46:42,20.3,302.701,0,94650/94643,298.87,0,298.308,0,1,0.5,1.5
2020-07-09 11:15:32,2020-07-09 11:28:32,15.2,226.799,0,94637/94632,223.4,0,223.401,0,1,0.5,1.5
2020-07-09 11:05:22,2020-07-09 11:15:32,10.7,158.5,0,94630/94628,156.77,0,156.484,0,1,0.5,1.5
2020-07-09 10:35:12,2020-07-09 11:05:22,28.8,420.701,0,94626/94625/94618,418.29,0,418.29,0,1,0.5,1.5
2020-07-09 10:14:42,2020-07-09 10:35:12,25.1,361.398,0,94615/94612/94611,357.26,0,357.25,0,1,0.5,1.5
2020-07-09 09:57:52,2020-07-09 10:14:42,10,143.801,0,94607/94604/94601/94599,144.07,0,144.069,0,1,0.5,1.5
2020-07-09 09:44:42,2020-07-09 09:57:52,19,267.9,0,94596/94593,266.51,0,266.5,0,1,0.5,1.5
2020-07-09 09:29:02,2020-07-09 09:44:42,10.7,150.401,0,94590/94587,149.63,0,149.629,0,1,0.5,1.5
2020-07-09 09:17:32,2020-07-09 09:29:02,10.2,141.599,0,94582/94580,140.65,0,140.65,0,1,0.5,1.5
2020-07-09 09:09:22,2020-07-09 09:17:32,13.8,190.6,0,94576/94574,187.86,0,187.247,0,1,0.5,1.5
2020-07-09 08:51:42,2020-07-09 09:09:22,12.5,172.301,0,94571/94569/94566,172.15,0,171.842,0,1,0.5,1.5
2020-07-09 08:32:32,2020-07-09 08:51:42,13.8,186.599,0,94564/94560/94557,185.84,0,186.151,0,1,0.5,1.5
2020-07-09 08:12:32,2020-07-09 08:32:32,15.3,203.901,0,94555/94551,201.97,0,201.657,0,1,0.5,1.5
2020-07-09 07:22:22,2020-07-09 08:12:32,16.2,215.5,0,94547/94546/94544/94540/94532,210.59,0,210.59,0,1,0.5,1.5
2020-07-09 06:47:22,2020-07-09 07:22:22,13.1,170,0,94531/94529/94525/94521,171.21,0,171.527,0,1,0.5,1.5
2020-07-09 06:20:02,2020-07-09 06:47:22,13.6,177,0,94517/94515/94513,174.33,0,174.008,0,1,0.5,1.5
2020-07-09 06:06:22,2020-07-09 06:20:02,10.4,131.699,0,94510/94506,132.45,0,132.45,0,1,0.5,1.5
2020-07-09 02:45:02,2020-07-09 06:06:22,14.4,182.6,0,94505/94504/94501/94497,176.64,0,181.187,0,1,0.5,1.5
2020-07-08 23:54:42,2020-07-09 02:45:02,10.3,129.201,0,94489/94486/94485,124.6,0,129.486,0,1,0.5,1.5
2020-07-08 22:45:52,2020-07-08 23:54:42,11,134,0,94482/94481/94476,135.11,0,137.074,0,1,0.5,1.5
