开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-06 21:42:22,2020-07-06 23:07:02,15.5,251.8,0,93511/93510/93509/93508/93507/93504/93502/93497/93493,247.47,0,248.807,0,1,0.5,1.5
2020-07-06 21:16:52,2020-07-06 21:42:22,12.6,204.5,0,93491/93487,209.83,0,210.285,0,1,0.5,1.5
2020-07-06 21:02:32,2020-07-06 21:16:52,19.8,325,0,93483/93480,321.66,0,321.197,0,1,0.5,1.5
2020-07-06 20:29:42,2020-07-06 21:02:32,10.1,165,0,93476/93473/93470,164.74,0,165.682,0,1,0.5,1.5
2020-07-06 20:03:52,2020-07-06 20:29:42,19.1,313.3,0,93464/93458/93457/93454,311.5,0,311.5,0,1,0.5,1.5
2020-07-06 19:40:42,2020-07-06 20:03:52,12,197.8,0,93450/93446/93444/93440,198.22,0,198.22,0,1,0.5,1.5
2020-07-06 19:25:42,2020-07-06 19:40:42,10.5,171.5,0,93438/93434/93430,171.36,0,173.18,0,1,0.5,1.5
2020-07-06 19:07:02,2020-07-06 19:25:42,11,182.1,0,93428/93427,183.56,0,184.23,0,1,0.5,1.5
2020-07-06 18:43:22,2020-07-06 19:07:02,13.2,216.8,0,93421/93420/93418/93413/93410,216.69,0,216.694,0,1,0.5,1.5
2020-07-06 18:21:52,2020-07-06 18:43:22,25,412.5,0,93407/93402,415.31,0,414.959,0,1,0.5,1.5
2020-07-06 17:58:52,2020-07-06 18:21:52,16.7,274.7,0,93397/93393/93388,272.58,0,273.464,0,1,0.5,1.5
2020-07-06 17:42:22,2020-07-06 17:58:52,21,347.1,0,93382/93378,347.3,0,347.305,0,1,0.5,1.5
2020-07-06 17:27:02,2020-07-06 17:42:22,12.3,202.3,0,93373/93371,203.75,0,203.75,0,1,0.5,1.5
2020-07-06 16:44:22,2020-07-06 17:27:02,35.9,591,0,93367/93365/93362/93357/93353/93348,594.25,0,594.254,0,1,0.5,1.5
2020-07-06 16:26:52,2020-07-06 16:44:22,10.6,174.6,0,93343/93339,173.49,0,173.487,0,1,0.5,1.5
2020-07-06 16:09:32,2020-07-06 16:26:52,17.9,296,0,93334/93331,296.05,0,296.05,0,1,0.5,1.5
2020-07-06 15:42:02,2020-07-06 16:09:32,35.4,582.4,0,93325/93322,598.72,0,548.63,0,1,0.5,1.5
2020-07-06 15:20:42,2020-07-06 15:42:02,18.3,300.699,0,93315/93308,320.66,0,321.077,0,1,0.5,1.5
2020-07-06 14:51:32,2020-07-06 15:20:42,15.6,256.102,0,93304/93302/93298/93295/93294/93291,262.23,0,262.651,0,1,0.5,1.5
2020-07-06 14:42:32,2020-07-06 14:51:32,11.5,187.898,0,93285/93284,188.65,0,189.078,0,1,0.5,1.5
2020-07-06 14:31:02,2020-07-06 14:42:32,14.6,238.602,0,93279/93277,237.02,0,236.589,0,1,0.5,1.5
2020-07-06 14:13:22,2020-07-06 14:31:02,16.5,270.398,0,93276/93275,267.31,0,267.31,0,1,0.5,1.5
2020-07-06 13:55:22,2020-07-06 14:13:22,11.5,187.201,0,93270/93268/93266,189.04,0,189.04,0,1,0.5,1.5
2020-07-06 13:18:32,2020-07-06 13:55:22,43.6,707.901,0,93263/93258/93250,702.13,0,702.13,0,1,0.5,1.5
2020-07-06 12:58:42,2020-07-06 13:18:32,27.9,449.699,0,93247/93242,450.67,0,450.674,0,1,0.5,1.5
2020-07-06 12:45:32,2020-07-06 12:58:42,14,226.5,0,93238/93234,224.66,0,225.14,0,1,0.5,1.5
2020-07-06 12:26:22,2020-07-06 12:45:32,13.1,209.301,0,93231/93227/93223,207.14,0,206.661,0,1,0.5,1.5
2020-07-06 12:11:42,2020-07-06 12:26:22,10.8,172.799,0,93220/93218/93216,172.49,0,172.977,0,1,0.5,1.5
2020-07-06 11:44:32,2020-07-06 12:11:42,45.6,724.099,0,93215/93213,719.75,0,718.756,0,1,0.5,1.5
2020-07-06 11:35:02,2020-07-06 11:44:32,21.1,333.801,0,93203,334.51,0,333.997,0,1,0.5,1.5
2020-07-06 11:25:02,2020-07-06 11:33:32,10.4,161.4,90,93198/93195,159.7,0,158.93,0,1,0.5,1.5
2020-07-06 11:07:42,2020-07-06 11:25:02,11.7,183.799,0,93193/93185,181.84,0,181.314,0,1,0.5,1.5
2020-07-06 10:33:12,2020-07-06 11:07:42,15.7,245.602,0,93181/93176/93173/93172/93170/93164,240.97,0,244.125,0,1,0.5,1.5
2020-07-06 09:51:02,2020-07-06 10:33:12,11.4,176,0,93162/93159/93150,171.86,0,173.182,0,1,0.5,1.5
2020-07-06 09:19:52,2020-07-06 09:51:02,15.1,233.299,0,93143/93140/93139/93137/93131,232.85,0,232.85,0,1,0.5,1.5
