开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-10 22:20:12,2020-07-10 23:20:32,17.4,215.599,0,105957/105956/105950/105945,213.87,0,215.464,0,1,0.5,1.5
2020-07-10 22:05:22,2020-07-10 22:20:12,10.5,129.5,0,105943/105938,128.1,0,128.744,0,1,0.5,1.5
2020-07-10 21:41:22,2020-07-10 22:05:22,22.3,267.5,0,105936/105934/105930,266.32,0,266.326,0,1,0.5,1.5
2020-07-10 21:21:02,2020-07-10 21:41:22,11.8,139.799,0,105925/105921/105916/105913,139.08,0,139.406,0,1,0.5,1.5
2020-07-10 21:05:02,2020-07-10 21:21:02,15.3,178.801,0,105910/105908/105903,178.61,0,178.61,0,1,0.5,1.5
2020-07-10 20:50:52,2020-07-10 21:05:02,25.5,288.801,0,105899/105893,288.72,0,288.72,0,1,0.5,1.5
2020-07-10 20:36:02,2020-07-10 20:50:52,13,144,0,105891/105887/105884,143.3,0,143.297,0,1,0.5,1.5
2020-07-10 20:31:22,2020-07-10 20:36:02,10.9,119.299,0,105882/105960,124.03,0,124.702,0,1,0.5,1.5
2020-07-10 20:25:22,2020-07-10 20:31:22,14.3,151.8,0,105880/105877,148.29,0,148.29,0,1,0.5,1.5
