开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-08 21:19:12,2020-07-08 21:33:02,14.3,236.4,0,94464/94462/94461,235.73,0,235.381,0,1,0.5,1.5
2020-07-08 20:51:12,2020-07-08 21:19:12,12.6,208.7,0,94458/94454/94449,208.69,0,209.403,0,1,0.5,1.5
2020-07-08 20:28:12,2020-07-08 20:51:12,10.1,166.1,0,94444/94442/94436/94434,164.47,0,164.832,0,1,0.5,1.5
2020-07-08 20:04:42,2020-07-08 20:28:12,12.9,212.9,0,94433/94430/94428/94426,212.05,0,212.053,0,1,0.5,1.5
2020-07-08 19:55:42,2020-07-08 20:04:42,11.8,193.8,0,94419/94416,195.41,0,195.41,0,1,0.5,1.5
2020-07-08 19:42:52,2020-07-08 19:55:42,20.5,337.5,0,94414,337.22,0,337.22,0,1,0.5,1.5
2020-07-08 19:21:22,2020-07-08 19:42:12,12,198.1,40,94408/94406/94405/94400,201.26,0,201.643,0,1,0.5,1.5
2020-07-08 19:06:52,2020-07-08 19:21:22,24.2,400.3,0,94396/94395,399.09,0,399.284,0,1,0.5,1.5
2020-07-08 18:34:42,2020-07-08 19:06:52,14.1,232.1,0,94391/94390/94387/94377,231.35,0,231.153,0,1,0.5,1.5
2020-07-08 18:26:02,2020-07-08 18:34:42,12,197.599,0,94372/94369,195.51,0,196.116,0,1,0.5,1.5
2020-07-08 18:13:52,2020-07-08 18:26:02,16.8,276.201,0,94367/94365/94362,276.86,0,276.452,0,1,0.5,1.5
2020-07-08 17:59:42,2020-07-08 18:13:52,17.2,281.5,0,94359/94356,283.56,0,283.145,0,1,0.5,1.5
2020-07-08 17:33:32,2020-07-08 17:59:42,17.1,281.5,0,94352/94349/94348/94344,279.6,0,279.602,0,1,0.5,1.5
2020-07-08 16:59:22,2020-07-08 17:33:32,11.5,187.7,0,94341/94337/94332/94323,188.72,0,190.002,0,1,0.5,1.5
2020-07-08 16:17:32,2020-07-08 16:59:22,27.2,445.8,0,94322/94320/94315,437.41,0,437.403,0,1,0.5,1.5
2020-07-08 15:55:22,2020-07-08 16:17:32,11.8,191.401,0,94305/94300,195.64,0,196.081,0,1,0.5,1.5
2020-07-08 15:39:42,2020-07-08 15:55:22,19.2,312.5,0,94294/94290,311.06,0,310.608,0,1,0.5,1.5
2020-07-08 15:14:52,2020-07-08 15:39:42,10.5,169.398,0,94289/94282/94278,168.13,0,169.037,0,1,0.5,1.5
2020-07-08 14:39:42,2020-07-08 15:14:52,35.2,570.102,0,94275/94269/94261,568.07,0,568.535,0,1,0.5,1.5
2020-07-08 14:10:22,2020-07-08 14:39:42,11.4,182.799,0,94255/94253/94252/94249,177.05,0,177.525,0,1,0.5,1.5
2020-07-08 13:54:52,2020-07-08 14:10:22,18.7,301.201,0,94247/94243,302.82,0,302.347,0,1,0.5,1.5
2020-07-08 13:34:52,2020-07-08 13:54:52,14.5,232.799,0,94238/94234,229.57,0,229.57,0,1,0.5,1.5
2020-07-08 12:57:02,2020-07-08 13:34:52,18.6,296.5,0,94230/94226/94224/94220,297.42,0,297.912,0,1,0.5,1.5
2020-07-08 12:42:02,2020-07-08 12:57:02,10.5,166.201,0,94215/94212/94207,163.24,0,163.735,0,1,0.5,1.5
2020-07-08 12:13:42,2020-07-08 12:42:02,16.6,263.599,0,94205/94197,260.01,0,260.007,0,1,0.5,1.5
2020-07-08 12:01:32,2020-07-08 12:13:42,12.4,195.799,0,94194/94191,194,0,194.508,0,1,0.5,1.5
2020-07-08 11:41:02,2020-07-08 12:01:32,19.5,305.602,0,94187/94185/94184/94182,303.9,0,303.38,0,1,0.5,1.5
2020-07-08 11:27:12,2020-07-08 11:41:02,15.4,240.299,0,94179/94178/94177/94174,240.34,0,240.86,0,1,0.5,1.5
2020-07-08 11:11:22,2020-07-08 11:27:12,12,187.099,0,94170/94167,182.58,0,184.156,0,1,0.5,1.5
2020-07-08 10:47:52,2020-07-08 11:11:22,20.7,322,0,94162/94158,318.56,0,318.557,0,1,0.5,1.5
2020-07-08 10:31:22,2020-07-08 10:47:52,12.6,192,0,94150/94146/94144,191.04,0,192.387,0,1,0.5,1.5
2020-07-08 09:52:02,2020-07-08 10:31:22,19.2,294.301,0,94141/94133/94130/94126,291.57,0,291.569,0,1,0.5,1.5
2020-07-08 09:20:32,2020-07-08 09:52:02,42.6,643.699,0,94123/94121/94111/94106,638.47,0,638.737,0,1,0.5,1.5
2020-07-08 09:00:32,2020-07-08 09:20:32,11.2,167.301,0,94104/94098,167.04,0,166.757,0,1,0.5,1.5
2020-07-08 08:38:42,2020-07-08 09:00:32,16.9,251.6,0,94096/94093/94088,246.06,0,246.917,0,1,0.5,1.5
2020-07-08 08:04:42,2020-07-08 08:38:42,39,571,0,94086/94083/94080/94075/94068,567.13,0,566.266,0,1,0.5,1.5
2020-07-08 07:41:12,2020-07-08 08:04:42,12.9,186.599,0,94067/94059,183.45,0,183.746,0,1,0.5,1.5
2020-07-08 07:23:22,2020-07-08 07:41:12,18.6,266.801,0,94058/94051,263.83,0,263.534,0,1,0.5,1.5
2020-07-08 07:09:02,2020-07-08 07:23:22,17.4,246.199,0,94049/94044,244.88,0,243.377,0,1,0.5,1.5
2020-07-08 06:53:52,2020-07-08 07:09:02,13.3,187,0,94042/94039,187.14,0,187.14,0,1,0.5,1.5
2020-07-08 06:25:52,2020-07-08 06:53:52,18.3,253.901,0,94036/94035,249.78,0,249.17,0,1,0.5,1.5
2020-07-08 01:42:52,2020-07-08 06:25:52,13.2,181.701,0,94027/94024/94016,170.58,0,181.68,0,1,0.5,1.5
2020-07-07 22:56:42,2020-07-08 01:42:52,10.3,141.099,0,94011/94007/94005/94003,132.8,0,142.066,0,1,0.5,1.5
2020-07-07 22:40:32,2020-07-07 22:56:42,10.2,137.299,0,94002/94000/93998,136.96,0,136.96,0,1,0.5,1.5
2020-07-07 22:08:32,2020-07-07 22:40:32,12.1,162.602,0,93995/93993,158.54,0,161.046,0,1,0.5,1.5
2020-07-07 21:58:32,2020-07-07 22:08:32,14,185.199,0,93991/93989,183.61,0,183.61,0,1,0.5,1.5
2020-07-07 21:38:02,2020-07-07 21:58:32,12.9,169.199,0,93986/93983/93977/93975,167.82,0,168.769,0,1,0.5,1.5
2020-07-07 21:30:52,2020-07-07 21:38:02,12.9,167.801,0,93973/93971,165.8,0,166.119,0,1,0.5,1.5
2020-07-07 21:18:42,2020-07-07 21:30:52,11.1,142.301,0,93968/93964/93961/93959,140.18,0,140.818,0,1,0.5,1.5
2020-07-07 21:03:22,2020-07-07 21:18:42,18.8,238.398,0,93956/93955,234.83,0,236.45,0,1,0.5,1.5
2020-07-07 20:43:12,2020-07-07 21:03:22,26.1,322.102,0,93951/93948/93945,324.43,0,325.741,0,1,0.5,1.5
2020-07-07 20:28:32,2020-07-07 20:43:12,32,383.299,0,93940/93938,375.39,0,375.39,0,1,0.5,1.5
