开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-06-29 20:36:42,2020-06-29 21:16:42,12.9,210.3,0,90094/90090/90084/90083/90074,210.03,0,210.03,0,1,0.5,1.5
2020-06-29 20:09:52,2020-06-29 20:36:42,14.9,245.6,0,90072/90068/90066/90059/90056,250.44,0,250.44,0,1,0.5,1.5
2020-06-29 19:35:42,2020-06-29 20:09:52,14.1,233.1,0,90054/90053/90051/90049/90040,234.43,0,234.074,0,1,0.5,1.5
2020-06-29 19:00:12,2020-06-29 19:35:42,12,196.5,0,90037/90031/90024,193.6,0,193.961,0,1,0.5,1.5
2020-06-29 18:38:42,2020-06-29 19:00:12,10,165.6,0,90022/90018/90012,164.43,0,164.429,0,1,0.5,1.5
2020-06-29 18:08:32,2020-06-29 18:38:42,16,262.4,0,90010/90006/90003/90001/89998/89996,264.41,0,264.409,0,1,0.5,1.5
2020-06-29 17:39:02,2020-06-29 18:08:32,11.8,195.1,0,89991/89990/89987/89983/89981,190,0,189.622,0,1,0.5,1.5
2020-06-29 16:54:22,2020-06-29 17:39:02,14.1,230.4,0,89979/89975/89970/89968/89965/89958,229.82,0,230.202,0,1,0.5,1.5
2020-06-29 16:33:22,2020-06-29 16:54:22,18.4,301.6,0,89954/89951/89948,299.58,0,299.19,0,1,0.5,1.5
2020-06-29 16:11:42,2020-06-29 16:33:22,17.8,294.899,0,89944/89940/89936,295.41,0,295.012,0,1,0.5,1.5
2020-06-29 15:39:42,2020-06-29 16:11:42,17.3,282.701,0,89929/89927/89920,279.87,0,280.27,0,1,0.5,1.5
2020-06-29 15:00:12,2020-06-29 15:39:42,12.9,210.2,0,89917/89915/89908/89904/89900,209.98,0,209.98,0,1,0.5,1.5
2020-06-29 14:22:52,2020-06-29 15:00:12,12.6,206.4,0,89897/89892/89891/89888/89881,204.28,0,203.869,0,1,0.5,1.5
2020-06-29 13:34:42,2020-06-29 14:22:52,10.5,172.4,0,89878/89875/89867/89863/89860,174.25,0,174.665,0,1,0.5,1.5
2020-06-29 12:17:32,2020-06-29 13:34:42,16.7,274.2,0,89858/89856/89851/89840/89839/89836,271.69,0,271.687,0,1,0.5,1.5
2020-06-29 11:51:32,2020-06-29 12:17:32,12.6,204.9,0,89831/89829/89825/89823/89820,203.2,0,203.197,0,1,0.5,1.5
2020-06-29 11:15:04,2020-06-29 11:51:32,10.9,176.4,0,89818/89813/89808/89798,173.85,0,173.849,0,1,0.5,1.5
2020-06-29 10:53:12,2020-06-29 11:15:04,11.4,185.5,0,89797/89793/89788,186.68,0,187.555,0,1,0.5,1.5
2020-06-29 10:30:32,2020-06-29 10:53:12,10.4,168.901,0,89782/89780/89779/89777/89775,167.69,0,166.813,0,1,0.5,1.5
2020-06-29 09:57:32,2020-06-29 10:30:32,12.8,206.299,0,89774/89772/89771/89767/89766/89759,205.4,0,205.403,0,1,0.5,1.5
2020-06-29 09:20:02,2020-06-29 09:57:32,15.1,245.599,0,89756/89753/89749/89742,243.67,0,243.217,0,1,0.5,1.5
2020-06-29 08:38:52,2020-06-29 09:20:02,10.1,162,0,89731/89729/89725/89720,162.46,0,162.003,0,1,0.5,1.5
2020-06-29 08:03:22,2020-06-29 08:38:52,11,178.201,0,89716/89714/89711/89706/89705,176.47,0,176.467,0,1,0.5,1.5
2020-06-29 07:22:12,2020-06-29 08:03:22,11.5,183.901,0,89703/89700/89695/89691/89689,182.69,0,181.761,0,1,0.5,1.5
2020-06-29 06:51:32,2020-06-29 07:22:12,10.9,174.5,0,89687/89684/89682/89680/89676,175.81,0,175.81,0,1,0.5,1.5
2020-06-29 00:11:12,2020-06-29 06:51:32,10.5,166.5,0,89673/89671/89667/89663/89655,161.46,0,168.781,0,1,0.5,1.5
2020-06-28 22:58:12,2020-06-29 00:11:12,15.4,245.699,0,89652/89649/89647/89646/89644/89643,253.8,0,254.754,0,1,0.5,1.5
