开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-07-13 10:01:40,2020-07-13 10:16:40,13.3,219.3,0,96602/96599/96598,216.02,0,215.63,0,1,0.5,1.5
2020-07-13 09:49:30,2020-07-13 10:01:40,13.8,227.8,0,96595/96590,229.08,0,229.08,0,1,0.5,1.5
2020-07-13 09:36:40,2020-07-13 09:49:30,16.2,266.199,0,96588/96587,265.78,0,265.381,0,1,0.5,1.5
2020-07-13 09:24:20,2020-07-13 09:36:40,10.7,175.801,0,96584/96579,177.52,0,177.52,0,1,0.5,1.5
2020-07-13 08:46:50,2020-07-13 09:24:20,10.7,176.699,0,96577/96573/96570/96568/96563,177.38,0,176.969,0,1,0.5,1.5
2020-07-13 08:31:20,2020-07-13 08:46:50,16,262.5,0,96559/96555,263.26,0,262.843,0,1,0.5,1.5
2020-07-13 07:57:50,2020-07-13 08:31:20,11.5,188.301,0,96552/96545/96542/96538/96537,186.57,0,186.571,0,1,0.5,1.5
2020-07-13 06:39:00,2020-07-13 07:57:50,12.2,201.1,0,96535/96533/96530/96526/96520/96515,199.9,0,198.841,0,1,0.5,1.5
2020-07-13 02:27:00,2020-07-13 06:39:00,10.9,176.8,0,96511/96509/96507/96499,174.87,0,176.802,0,1,0.5,1.5
2020-07-12 22:17:42,2020-07-13 02:27:00,14.6,239.2,0,96496/96495/96494/96492/96491/96486,236.74,0,238.903,0,1,0.5,1.5
2020-07-12 21:36:02,2020-07-12 22:17:42,14,229.701,0,96483/96482/96476,229.6,0,230.483,0,1,0.5,1.5
2020-07-12 21:10:32,2020-07-12 21:36:02,13.7,223,0,96468/96466/96462/96459,223.13,0,222.688,0,1,0.5,1.5
2020-07-12 20:54:32,2020-07-12 21:10:32,18,290.398,0,96456/96454/96451,291.48,0,291.023,0,1,0.5,1.5
2020-07-12 20:16:02,2020-07-12 20:54:32,18,293.701,0,96448/96446/96443/96442/96437,289.75,0,289.75,0,1,0.5,1.5
2020-07-12 19:59:52,2020-07-12 20:16:02,19.4,312.799,0,96432/96427,315.68,0,315.68,0,1,0.5,1.5
2020-07-12 19:42:42,2020-07-12 19:59:52,17.9,288.801,0,96422/96421/96419,284.01,0,284.013,0,1,0.5,1.5
2020-07-12 19:18:32,2020-07-12 19:42:42,13.7,220.199,0,96417/96415/96414/96409,222.11,0,222.11,0,1,0.5,1.5
2020-07-12 18:45:52,2020-07-12 19:18:32,10.3,165.201,0,96407/96404/96401,161.41,0,160.925,0,1,0.5,1.5
2020-07-12 18:06:42,2020-07-12 18:45:52,18.5,294.299,0,96391/96387/96384/96378,299.38,0,299.374,0,1,0.5,1.5
2020-07-12 17:50:32,2020-07-12 18:06:42,11.6,184.901,0,96376/96371/96369,182.58,0,183.071,0,1,0.5,1.5
2020-07-12 17:42:12,2020-07-12 17:50:32,12.5,198.701,0,96366/96363,196.14,0,195.639,0,1,0.5,1.5
2020-07-12 17:28:12,2020-07-12 17:42:12,15.8,248.799,0,96361/96357/96356,245.52,0,246.025,0,1,0.5,1.5
2020-07-12 17:15:02,2020-07-12 17:28:12,10.4,165.201,0,96353/96348,167.45,0,167.962,0,1,0.5,1.5
2020-07-12 17:03:02,2020-07-12 17:15:02,11.8,183.5,0,96345/96342,181.37,0,180.341,0,1,0.5,1.5
2020-07-12 16:40:02,2020-07-12 17:03:02,13.3,208.299,0,96339/96332/96331,206.61,0,206.086,0,1,0.5,1.5
2020-07-12 16:22:12,2020-07-12 16:40:02,11.2,175.099,0,96325/96320,173.14,0,173.663,0,1,0.5,1.5
2020-07-12 15:55:32,2020-07-12 16:22:12,14.6,226.602,0,96317/96313/96306,223.51,0,225.354,0,1,0.5,1.5
2020-07-12 15:38:12,2020-07-12 15:55:32,16.5,255.398,0,96301/96299/96292,257.73,0,258.265,0,1,0.5,1.5
2020-07-12 15:18:22,2020-07-12 15:38:12,16.6,254.401,0,96288/96283/96282/96281/96277,244.53,0,243.725,0,1,0.5,1.5
