开始时间,结束时间,高度差,体积变化量(L),稳定时间(s),付出ID,付出量(L),付出量Vt(L),修正体积变化(L),修正付出量(L),体积变化权值,稳定时间权值,综合权值
2020-06-30 19:31:22,2020-06-30 19:50:52,10.6,170.8,0,90504/90503/90501/90498/90497,170.29,0,170.288,0,1,0.5,1.5
2020-06-30 19:01:12,2020-06-30 19:31:22,12.8,207.401,0,90495/90494/90493/90491/90487,206.85,0,206.394,0,1,0.5,1.5
2020-06-30 18:37:02,2020-06-30 19:01:12,14.3,228.898,0,90484/90480/90477/90471,228.16,0,228.621,0,1,0.5,1.5
2020-06-30 18:10:32,2020-06-30 18:37:02,10.8,173.5,0,90470/90467/90462/90461/90459,171.14,0,171.608,0,1,0.5,1.5
2020-06-30 17:43:42,2020-06-30 18:10:32,10.6,168.901,0,90456/90452/90450/90449/90447/90446,170.3,0,170.304,0,1,0.5,1.5
2020-06-30 17:25:42,2020-06-30 17:43:42,13.1,209.5,0,90442/90439/90436/90433,207.64,0,207.644,0,1,0.5,1.5
2020-06-30 16:56:42,2020-06-30 17:25:42,10.5,166.9,0,90431/90428/90425/90424/90421,165.92,0,165.919,0,1,0.5,1.5
2020-06-30 16:38:32,2020-06-30 16:56:42,11.1,175.9,0,90419/90415/90413,171.97,0,171.487,0,1,0.5,1.5
2020-06-30 16:27:42,2020-06-30 16:38:32,10.7,168.799,0,90410/90408/90407,168.98,0,168.489,0,1,0.5,1.5
2020-06-30 16:00:42,2020-06-30 16:27:42,10.8,170.201,0,90405/90403/90401/90399/90396/90393,169.22,0,170.198,0,1,0.5,1.5
2020-06-30 15:11:42,2020-06-30 16:00:42,15.4,242.7,0,90390/90388/90385/90383/90381/90380/90378/90375,244.43,0,243.931,0,1,0.5,1.5
2020-06-30 14:16:52,2020-06-30 15:11:42,13.8,214.701,0,90372/90369/90368/90366/90362/90359/90358/90357,213.1,0,214.097,0,1,0.5,1.5
2020-06-30 13:58:02,2020-06-30 14:16:52,12.2,190.599,0,90354/90353/90350/90348,187.28,0,186.773,0,1,0.5,1.5
2020-06-30 13:15:52,2020-06-30 13:58:02,14.3,221.5,0,90346/90342/90339/90336/90334/90328,215.8,0,215.801,0,1,0.5,1.5
2020-06-30 12:17:12,2020-06-30 13:15:52,11.8,182.2,0,90327/90326/90319/90318/90312/90310/90308/90306,179.44,0,179.951,0,1,0.5,1.5
2020-06-30 11:33:02,2020-06-30 12:17:12,16.3,251.599,0,90304/90301/90300/90295/90293/90288/90285/90281,251.33,0,251.325,0,1,0.5,1.5
2020-06-30 11:11:22,2020-06-30 11:33:02,10.5,158.5,0,90278/90276/90274/90273,157.03,0,158.337,0,1,0.5,1.5
2020-06-30 10:20:42,2020-06-30 11:11:22,19.4,295.201,0,90271/90269/90266/90265/90263/90259/90254,292.38,0,292.915,0,1,0.5,1.5
2020-06-30 10:02:52,2020-06-30 10:20:42,11.3,171,0,90249/90248/90246/90243/90240,165.57,0,165.572,0,1,0.5,1.5
2020-06-30 09:23:12,2020-06-30 10:02:52,14.7,219.901,0,90238/90236/90230/90229/90224,218.62,0,218.62,0,1,0.5,1.5
2020-06-30 08:55:32,2020-06-30 09:23:12,11.8,176.898,0,90222/90217/90213/90208,175.25,0,174.701,0,1,0.5,1.5
2020-06-30 08:39:52,2020-06-30 08:55:32,14.4,214.5,0,90206/90202,218.69,0,219.242,0,1,0.5,1.5
2020-06-30 08:21:42,2020-06-30 08:39:52,18.8,275.901,0,90200/90197/90194/90192,270.66,0,270.661,0,1,0.5,1.5
2020-06-30 07:55:42,2020-06-30 08:21:42,12.3,181.3,0,90188/90185/90183/90181/90179,174.46,0,174.463,0,1,0.5,1.5
2020-06-30 06:45:32,2020-06-30 07:55:42,17.8,257.1,0,90176/90171/90168/90167/90166/90164/90162/90161/90158,257.27,0,256.701,0,1,0.5,1.5
2020-06-30 06:19:52,2020-06-30 06:45:32,19.5,281.5,0,90156/90154/90152,277.48,0,276.62,0,1,0.5,1.5
2020-06-30 03:23:22,2020-06-30 06:19:52,15.1,213.801,0,90151/90150/90149/90147/90146/90143/90142/90140/90139/90137,209.67,0,209.958,0,1,0.5,1.5
2020-06-29 22:23:42,2020-06-30 03:23:22,10.5,148.699,0,90136/90134/90133/90129/90118,144.92,0,151.622,0,1,0.5,1.5
